,short_name,fish_id,time_point,macrophage_count,time_in_min,cancer_cells,dpi
4105,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,12.0,44.0,1680.0,LBT003,1.0
4108,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,15.0,58.0,1740.0,LBT003,1.0
4111,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,18.0,62.0,1800.0,LBT003,1.0
4114,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,21.0,56.0,1860.0,LBT003,1.0
4117,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,24.0,68.0,1920.0,LBT003,1.0
4120,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,27.0,58.0,1980.0,LBT003,1.0
4123,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,30.0,52.0,2040.0,LBT003,1.0
4126,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,33.0,64.0,2100.0,LBT003,1.0
4129,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,36.0,54.0,2160.0,LBT003,1.0
4132,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,39.0,50.0,2220.0,LBT003,1.0
4135,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,42.0,38.0,2280.0,LBT003,1.0
4138,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,45.0,56.0,2340.0,LBT003,1.0
4141,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,48.0,50.0,2400.0,LBT003,1.0
4144,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,0.0,84.0,1440.0,LBT003,1.0
4147,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,3.0,78.0,1500.0,LBT003,1.0
4150,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,6.0,48.0,1560.0,LBT003,1.0
4153,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,9.0,58.0,1620.0,LBT003,1.0
4156,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,12.0,44.0,1680.0,LBT003,1.0
4159,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,15.0,50.0,1740.0,LBT003,1.0
4162,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,18.0,52.0,1800.0,LBT003,1.0
4165,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,21.0,24.0,1860.0,LBT003,1.0
4168,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,24.0,36.0,1920.0,LBT003,1.0
4171,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,27.0,30.0,1980.0,LBT003,1.0
4174,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,30.0,46.0,2040.0,LBT003,1.0
4177,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,33.0,34.0,2100.0,LBT003,1.0
4180,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,36.0,44.0,2160.0,LBT003,1.0
4183,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,39.0,36.0,2220.0,LBT003,1.0
4186,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,42.0,26.0,2280.0,LBT003,1.0
4189,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,45.0,52.0,2340.0,LBT003,1.0
4192,220329_LBT003_1dpi_Pos002,220329_LBT003_Pos002,48.0,56.0,2400.0,LBT003,1.0
4195,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,0.0,48.0,1440.0,LBT003,1.0
4198,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,3.0,54.0,1500.0,LBT003,1.0
4201,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,6.0,78.0,1560.0,LBT003,1.0
4204,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,9.0,50.0,1620.0,LBT003,1.0
4207,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,12.0,54.0,1680.0,LBT003,1.0
4210,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,15.0,56.0,1740.0,LBT003,1.0
4213,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,18.0,54.0,1800.0,LBT003,1.0
4216,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,21.0,68.0,1860.0,LBT003,1.0
4219,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,24.0,70.0,1920.0,LBT003,1.0
4222,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,27.0,62.0,1980.0,LBT003,1.0
4225,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,30.0,56.0,2040.0,LBT003,1.0
4228,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,33.0,54.0,2100.0,LBT003,1.0
4231,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,36.0,46.0,2160.0,LBT003,1.0
4234,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,39.0,46.0,2220.0,LBT003,1.0
4237,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,42.0,34.0,2280.0,LBT003,1.0
4240,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,45.0,26.0,2340.0,LBT003,1.0
4243,220329_LBT003_1dpi_Pos003,220329_LBT003_Pos003,48.0,36.0,2400.0,LBT003,1.0
4246,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,0.0,64.0,1440.0,LBT003,1.0
4249,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,3.0,52.0,1500.0,LBT003,1.0
4252,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,6.0,52.0,1560.0,LBT003,1.0
4255,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,9.0,46.0,1620.0,LBT003,1.0
4258,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,12.0,48.0,1680.0,LBT003,1.0
4261,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,15.0,40.0,1740.0,LBT003,1.0
4264,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,18.0,30.0,1800.0,LBT003,1.0
4267,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,21.0,29.0,1860.0,LBT003,1.0
4270,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,24.0,31.0,1920.0,LBT003,1.0
4273,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,27.0,25.0,1980.0,LBT003,1.0
4276,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,30.0,28.0,2040.0,LBT003,1.0
4279,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,33.0,24.0,2100.0,LBT003,1.0
4282,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,36.0,20.0,2160.0,LBT003,1.0
4285,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,39.0,19.0,2220.0,LBT003,1.0
4288,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,42.0,28.0,2280.0,LBT003,1.0
4291,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,45.0,19.0,2340.0,LBT003,1.0
4294,220329_LBT003_1dpi_Pos004,220329_LBT003_Pos004,48.0,30.0,2400.0,LBT003,1.0
4297,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,0.0,154.0,1440.0,LBT003,1.0
4300,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,3.0,124.0,1500.0,LBT003,1.0
4303,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,6.0,96.0,1560.0,LBT003,1.0
4306,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,9.0,84.0,1620.0,LBT003,1.0
4309,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,12.0,82.0,1680.0,LBT003,1.0
4312,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,15.0,110.0,1740.0,LBT003,1.0
4315,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,18.0,88.0,1800.0,LBT003,1.0
4318,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,21.0,64.0,1860.0,LBT003,1.0
4321,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,24.0,52.0,1920.0,LBT003,1.0
4324,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,27.0,50.0,1980.0,LBT003,1.0
4327,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,30.0,58.0,2040.0,LBT003,1.0
4330,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,33.0,78.0,2100.0,LBT003,1.0
4333,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,36.0,72.0,2160.0,LBT003,1.0
4336,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,39.0,50.0,2220.0,LBT003,1.0
4339,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,42.0,54.0,2280.0,LBT003,1.0
4342,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,45.0,64.0,2340.0,LBT003,1.0
4345,220329_LBT003_1dpi_Pos005,220329_LBT003_Pos005,48.0,54.0,2400.0,LBT003,1.0
4348,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,0.0,56.0,1440.0,LBT003,1.0
4351,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,3.0,56.0,1500.0,LBT003,1.0
4354,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,6.0,50.0,1560.0,LBT003,1.0
4357,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,9.0,48.0,1620.0,LBT003,1.0
4360,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,12.0,44.0,1680.0,LBT003,1.0
4363,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,15.0,46.0,1740.0,LBT003,1.0
4366,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,18.0,44.0,1800.0,LBT003,1.0
4369,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,21.0,36.0,1860.0,LBT003,1.0
4372,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,24.0,42.0,1920.0,LBT003,1.0
4375,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,27.0,38.0,1980.0,LBT003,1.0
4378,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,30.0,38.0,2040.0,LBT003,1.0
4381,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,33.0,30.0,2100.0,LBT003,1.0
4384,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,36.0,32.0,2160.0,LBT003,1.0
4387,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,39.0,38.0,2220.0,LBT003,1.0
4390,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,42.0,32.0,2280.0,LBT003,1.0
4393,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,45.0,36.0,2340.0,LBT003,1.0
4396,220329_LBT003_1dpi_Pos006,220329_LBT003_Pos006,48.0,40.0,2400.0,LBT003,1.0
4399,200804_LBT070_5dpi_Pos003,200804_LBT070_Pos003,0.0,38.0,6840.0,LBT070,5.0
4401,200804_LBT070_5dpi_Pos003,200804_LBT070_Pos003,2.0,40.0,6900.0,LBT070,5.0
4403,200804_LBT070_5dpi_Pos003,200804_LBT070_Pos003,4.0,44.0,6960.0,LBT070,5.0
4405,200804_LBT070_5dpi_Pos003,200804_LBT070_Pos003,6.0,50.0,7020.0,LBT070,5.0
4407,200804_LBT070_5dpi_Pos003,200804_LBT070_Pos003,8.0,31.0,7080.0,LBT070,5.0
4409,200804_LBT070_5dpi_Pos005,200804_LBT070_Pos005,0.0,16.0,6840.0,LBT070,5.0
4411,200804_LBT070_5dpi_Pos005,200804_LBT070_Pos005,2.0,19.0,6900.0,LBT070,5.0
4413,200804_LBT070_5dpi_Pos005,200804_LBT070_Pos005,4.0,20.0,6960.0,LBT070,5.0
4415,200804_LBT070_5dpi_Pos005,200804_LBT070_Pos005,6.0,26.0,7020.0,LBT070,5.0
4417,200804_LBT070_5dpi_Pos005,200804_LBT070_Pos005,8.0,22.0,7080.0,LBT070,5.0
4419,200804_LBT070_5dpi_Pos006,200804_LBT070_Pos006,0.0,39.0,6840.0,LBT070,5.0
4421,200804_LBT070_5dpi_Pos006,200804_LBT070_Pos006,2.0,36.0,6900.0,LBT070,5.0
4423,200804_LBT070_5dpi_Pos006,200804_LBT070_Pos006,4.0,33.0,6960.0,LBT070,5.0
4425,200804_LBT070_5dpi_Pos006,200804_LBT070_Pos006,6.0,33.0,7020.0,LBT070,5.0
4427,200804_LBT070_5dpi_Pos006,200804_LBT070_Pos006,8.0,33.0,7080.0,LBT070,5.0
4429,200804_LBT070_5dpi_Pos007,200804_LBT070_Pos007,0.0,48.0,6840.0,LBT070,5.0
4431,200804_LBT070_5dpi_Pos007,200804_LBT070_Pos007,2.0,39.0,6900.0,LBT070,5.0
4433,200804_LBT070_5dpi_Pos007,200804_LBT070_Pos007,4.0,47.0,6960.0,LBT070,5.0
4435,200804_LBT070_5dpi_Pos007,200804_LBT070_Pos007,6.0,42.0,7020.0,LBT070,5.0
4437,200804_LBT070_5dpi_Pos007,200804_LBT070_Pos007,8.0,48.0,7080.0,LBT070,5.0
4439,200804_LBT070_5dpi_Pos008,200804_LBT070_Pos008,0.0,60.0,6840.0,LBT070,5.0
4441,200804_LBT070_5dpi_Pos008,200804_LBT070_Pos008,2.0,56.0,6900.0,LBT070,5.0
4443,200804_LBT070_5dpi_Pos008,200804_LBT070_Pos008,4.0,44.0,6960.0,LBT070,5.0
4445,200804_LBT070_5dpi_Pos008,200804_LBT070_Pos008,6.0,44.0,7020.0,LBT070,5.0
4447,200804_LBT070_5dpi_Pos008,200804_LBT070_Pos008,8.0,51.0,7080.0,LBT070,5.0
4449,200929_LBT001_5dpi_Pos002,200929_LBT001_Pos002,0.0,48.0,6840.0,LBT001,5.0
4452,200929_LBT001_5dpi_Pos002,200929_LBT001_Pos002,3.0,39.0,6900.0,LBT001,5.0
4455,200929_LBT001_5dpi_Pos002,200929_LBT001_Pos002,6.0,43.0,6960.0,LBT001,5.0
4458,200929_LBT001_5dpi_Pos002,200929_LBT001_Pos002,9.0,38.0,7020.0,LBT001,5.0
4461,200929_LBT001_5dpi_Pos004,200929_LBT001_Pos004,0.0,28.0,6840.0,LBT001,5.0
4464,200929_LBT001_5dpi_Pos004,200929_LBT001_Pos004,3.0,28.0,6900.0,LBT001,5.0
4467,200929_LBT001_5dpi_Pos004,200929_LBT001_Pos004,6.0,14.0,6960.0,LBT001,5.0
4470,200929_LBT001_5dpi_Pos004,200929_LBT001_Pos004,9.0,24.0,7020.0,LBT001,5.0
4473,200929_LBT001_5dpi_Pos006,200929_LBT001_Pos006,0.0,45.0,6840.0,LBT001,5.0
4476,200929_LBT001_5dpi_Pos006,200929_LBT001_Pos006,3.0,43.0,6900.0,LBT001,5.0
4479,200929_LBT001_5dpi_Pos006,200929_LBT001_Pos006,6.0,40.0,6960.0,LBT001,5.0
4482,200929_LBT001_5dpi_Pos006,200929_LBT001_Pos006,9.0,43.0,7020.0,LBT001,5.0
4485,200929_LBT001_5dpi_Pos008,200929_LBT001_Pos008,0.0,59.0,6840.0,LBT001,5.0
4488,200929_LBT001_5dpi_Pos008,200929_LBT001_Pos008,3.0,63.0,6900.0,LBT001,5.0
4491,200929_LBT001_5dpi_Pos008,200929_LBT001_Pos008,6.0,53.0,6960.0,LBT001,5.0
4494,200929_LBT001_5dpi_Pos008,200929_LBT001_Pos008,9.0,59.0,7020.0,LBT001,5.0
4497,201006_LBT003_5dpi_Pos001,201006_LBT003_Pos001,0.0,51.0,6840.0,LBT003,5.0
4500,201006_LBT003_5dpi_Pos001,201006_LBT003_Pos001,3.0,45.0,6900.0,LBT003,5.0
4503,201006_LBT003_5dpi_Pos001,201006_LBT003_Pos001,6.0,42.0,6960.0,LBT003,5.0
4506,201006_LBT003_5dpi_Pos001,201006_LBT003_Pos001,9.0,44.0,7020.0,LBT003,5.0
4509,201006_LBT003_5dpi_Pos002,201006_LBT003_Pos002,0.0,63.0,6840.0,LBT003,5.0
4512,201006_LBT003_5dpi_Pos002,201006_LBT003_Pos002,3.0,64.0,6900.0,LBT003,5.0
4515,201006_LBT003_5dpi_Pos002,201006_LBT003_Pos002,6.0,52.0,6960.0,LBT003,5.0
4518,201006_LBT003_5dpi_Pos002,201006_LBT003_Pos002,9.0,53.0,7020.0,LBT003,5.0
4521,201006_LBT003_5dpi_Pos004,201006_LBT003_Pos004,0.0,54.0,6840.0,LBT003,5.0
4524,201006_LBT003_5dpi_Pos004,201006_LBT003_Pos004,3.0,56.0,6900.0,LBT003,5.0
4527,201006_LBT003_5dpi_Pos004,201006_LBT003_Pos004,6.0,47.0,6960.0,LBT003,5.0
4530,201006_LBT003_5dpi_Pos004,201006_LBT003_Pos004,9.0,47.0,7020.0,LBT003,5.0
4533,201006_LBT003_5dpi_Pos005,201006_LBT003_Pos005,0.0,40.0,6840.0,LBT003,5.0
4536,201006_LBT003_5dpi_Pos005,201006_LBT003_Pos005,3.0,42.0,6900.0,LBT003,5.0
4539,201006_LBT003_5dpi_Pos005,201006_LBT003_Pos005,6.0,45.0,6960.0,LBT003,5.0
4542,201006_LBT003_5dpi_Pos005,201006_LBT003_Pos005,9.0,38.0,7020.0,LBT003,5.0
4545,201013_LBT070_5dpi_Pos003,201013_LBT070_Pos003,0.0,20.0,6840.0,LBT070,5.0
4549,201013_LBT070_5dpi_Pos003,201013_LBT070_Pos003,4.0,21.0,6900.0,LBT070,5.0
4553,201013_LBT070_5dpi_Pos003,201013_LBT070_Pos003,8.0,23.0,6960.0,LBT070,5.0
4557,201013_LBT070_5dpi_Pos003,201013_LBT070_Pos003,12.0,20.0,7020.0,LBT070,5.0
4561,201013_LBT070_5dpi_Pos003,201013_LBT070_Pos003,16.0,20.0,7080.0,LBT070,5.0
4565,201013_LBT070_5dpi_Pos004,201013_LBT070_Pos004,0.0,30.0,6840.0,LBT070,5.0
4569,201013_LBT070_5dpi_Pos004,201013_LBT070_Pos004,4.0,22.0,6900.0,LBT070,5.0
4573,201013_LBT070_5dpi_Pos004,201013_LBT070_Pos004,8.0,22.0,6960.0,LBT070,5.0
4577,201013_LBT070_5dpi_Pos004,201013_LBT070_Pos004,12.0,17.0,7020.0,LBT070,5.0
4581,201013_LBT070_5dpi_Pos004,201013_LBT070_Pos004,16.0,20.0,7080.0,LBT070,5.0
4585,201013_LBT070_5dpi_Pos007,201013_LBT070_Pos007,0.0,22.0,6840.0,LBT070,5.0
4589,201013_LBT070_5dpi_Pos007,201013_LBT070_Pos007,4.0,18.0,6900.0,LBT070,5.0
4593,201013_LBT070_5dpi_Pos007,201013_LBT070_Pos007,8.0,22.0,6960.0,LBT070,5.0
4597,201013_LBT070_5dpi_Pos007,201013_LBT070_Pos007,12.0,15.0,7020.0,LBT070,5.0
4601,201013_LBT070_5dpi_Pos007,201013_LBT070_Pos007,16.0,14.0,7080.0,LBT070,5.0
4605,201013_LBT070_5dpi_Pos008,201013_LBT070_Pos008,0.0,43.0,6840.0,LBT070,5.0
4609,201013_LBT070_5dpi_Pos008,201013_LBT070_Pos008,4.0,34.0,6900.0,LBT070,5.0
4613,201013_LBT070_5dpi_Pos008,201013_LBT070_Pos008,8.0,21.0,6960.0,LBT070,5.0
4617,201013_LBT070_5dpi_Pos008,201013_LBT070_Pos008,12.0,22.0,7020.0,LBT070,5.0
4621,201013_LBT070_5dpi_Pos008,201013_LBT070_Pos008,16.0,26.0,7080.0,LBT070,5.0
4625,210216_BT333_5dpi_Pos002,210216_BT333_Pos002,0.0,38.0,6840.0,BT333,5.0
4629,210216_BT333_5dpi_Pos002,210216_BT333_Pos002,4.0,30.0,6900.0,BT333,5.0
4633,210216_BT333_5dpi_Pos002,210216_BT333_Pos002,8.0,28.0,6960.0,BT333,5.0
4637,210216_BT333_5dpi_Pos002,210216_BT333_Pos002,12.0,33.0,7020.0,BT333,5.0
4641,210216_BT333_5dpi_Pos002,210216_BT333_Pos002,16.0,31.0,7080.0,BT333,5.0
4645,210216_BT333_5dpi_Pos002,210216_BT333_Pos002,20.0,29.0,7140.0,BT333,5.0
4649,210216_BT333_5dpi_Pos004,210216_BT333_Pos004,0.0,39.0,6840.0,BT333,5.0
4653,210216_BT333_5dpi_Pos004,210216_BT333_Pos004,4.0,33.0,6900.0,BT333,5.0
4657,210216_BT333_5dpi_Pos004,210216_BT333_Pos004,8.0,29.0,6960.0,BT333,5.0
4661,210216_BT333_5dpi_Pos004,210216_BT333_Pos004,12.0,25.0,7020.0,BT333,5.0
4665,210216_BT333_5dpi_Pos004,210216_BT333_Pos004,16.0,31.0,7080.0,BT333,5.0
4669,210216_BT333_5dpi_Pos004,210216_BT333_Pos004,20.0,27.0,7140.0,BT333,5.0
4673,210216_BT333_5dpi_Pos005,210216_BT333_Pos005,0.0,16.0,6840.0,BT333,5.0
4677,210216_BT333_5dpi_Pos005,210216_BT333_Pos005,4.0,19.0,6900.0,BT333,5.0
4681,210216_BT333_5dpi_Pos005,210216_BT333_Pos005,8.0,20.0,6960.0,BT333,5.0
4685,210216_BT333_5dpi_Pos005,210216_BT333_Pos005,12.0,18.0,7020.0,BT333,5.0
4689,210216_BT333_5dpi_Pos005,210216_BT333_Pos005,16.0,17.0,7080.0,BT333,5.0
4693,210216_BT333_5dpi_Pos005,210216_BT333_Pos005,20.0,16.0,7140.0,BT333,5.0
4697,210216_BT333_5dpi_Pos006,210216_BT333_Pos006,0.0,27.0,6840.0,BT333,5.0
4701,210216_BT333_5dpi_Pos006,210216_BT333_Pos006,4.0,26.0,6900.0,BT333,5.0
4705,210216_BT333_5dpi_Pos006,210216_BT333_Pos006,8.0,17.0,6960.0,BT333,5.0
4709,210216_BT333_5dpi_Pos006,210216_BT333_Pos006,12.0,16.0,7020.0,BT333,5.0
4713,210216_BT333_5dpi_Pos006,210216_BT333_Pos006,16.0,16.0,7080.0,BT333,5.0
4717,210216_BT333_5dpi_Pos006,210216_BT333_Pos006,20.0,17.0,7140.0,BT333,5.0
4721,210727_CME037_5dpi_Pos001,210727_CME037_Pos001,0.0,77.0,6840.0,CME037,5.0
4724,210727_CME037_5dpi_Pos001,210727_CME037_Pos001,3.0,67.0,6900.0,CME037,5.0
4727,210727_CME037_5dpi_Pos001,210727_CME037_Pos001,6.0,75.0,6960.0,CME037,5.0
4730,210727_CME037_5dpi_Pos001,210727_CME037_Pos001,9.0,74.0,7020.0,CME037,5.0
4733,210727_CME037_5dpi_Pos001,210727_CME037_Pos001,12.0,61.0,7080.0,CME037,5.0
4736,210727_CME037_5dpi_Pos002,210727_CME037_Pos002,0.0,73.0,6840.0,CME037,5.0
4739,210727_CME037_5dpi_Pos002,210727_CME037_Pos002,3.0,60.0,6900.0,CME037,5.0
4742,210727_CME037_5dpi_Pos002,210727_CME037_Pos002,6.0,66.0,6960.0,CME037,5.0
4745,210727_CME037_5dpi_Pos002,210727_CME037_Pos002,9.0,60.0,7020.0,CME037,5.0
4748,210727_CME037_5dpi_Pos002,210727_CME037_Pos002,12.0,60.0,7080.0,CME037,5.0
4751,210727_CME037_5dpi_Pos003,210727_CME037_Pos003,0.0,31.0,6840.0,CME037,5.0
4754,210727_CME037_5dpi_Pos003,210727_CME037_Pos003,3.0,31.0,6900.0,CME037,5.0
4757,210727_CME037_5dpi_Pos003,210727_CME037_Pos003,6.0,23.0,6960.0,CME037,5.0
4760,210727_CME037_5dpi_Pos003,210727_CME037_Pos003,9.0,26.0,7020.0,CME037,5.0
4763,210727_CME037_5dpi_Pos003,210727_CME037_Pos003,12.0,30.0,7080.0,CME037,5.0
4766,210727_CME037_5dpi_Pos004,210727_CME037_Pos004,0.0,33.0,6840.0,CME037,5.0
4769,210727_CME037_5dpi_Pos004,210727_CME037_Pos004,3.0,27.0,6900.0,CME037,5.0
4772,210727_CME037_5dpi_Pos004,210727_CME037_Pos004,6.0,33.0,6960.0,CME037,5.0
4775,210727_CME037_5dpi_Pos004,210727_CME037_Pos004,9.0,25.0,7020.0,CME037,5.0
4778,210727_CME037_5dpi_Pos004,210727_CME037_Pos004,12.0,25.0,7080.0,CME037,5.0
4781,211005_CME037_5dpi_Pos001,211005_CME037_Pos001,0.0,57.0,6840.0,CME037,5.0
4784,211005_CME037_5dpi_Pos001,211005_CME037_Pos001,3.0,44.0,6900.0,CME037,5.0
4787,211005_CME037_5dpi_Pos001,211005_CME037_Pos001,6.0,44.0,6960.0,CME037,5.0
4790,211005_CME037_5dpi_Pos001,211005_CME037_Pos001,9.0,48.0,7020.0,CME037,5.0
4793,211005_CME037_5dpi_Pos001,211005_CME037_Pos001,12.0,38.0,7080.0,CME037,5.0
4796,211005_CME037_5dpi_Pos001,211005_CME037_Pos001,15.0,32.0,7140.0,CME037,5.0
4811,211005_CME037_5dpi_Pos002,211005_CME037_Pos002,0.0,53.0,6840.0,CME037,5.0
4814,211005_CME037_5dpi_Pos002,211005_CME037_Pos002,3.0,47.0,6900.0,CME037,5.0
4817,211005_CME037_5dpi_Pos002,211005_CME037_Pos002,6.0,41.0,6960.0,CME037,5.0
4820,211005_CME037_5dpi_Pos002,211005_CME037_Pos002,9.0,42.0,7020.0,CME037,5.0
4823,211005_CME037_5dpi_Pos002,211005_CME037_Pos002,12.0,37.0,7080.0,CME037,5.0
4826,211005_CME037_5dpi_Pos002,211005_CME037_Pos002,15.0,39.0,7140.0,CME037,5.0
4841,211005_CME037_5dpi_Pos003,211005_CME037_Pos003,0.0,42.0,6840.0,CME037,5.0
4844,211005_CME037_5dpi_Pos003,211005_CME037_Pos003,3.0,36.0,6900.0,CME037,5.0
4847,211005_CME037_5dpi_Pos003,211005_CME037_Pos003,6.0,34.0,6960.0,CME037,5.0
4850,211005_CME037_5dpi_Pos003,211005_CME037_Pos003,9.0,39.0,7020.0,CME037,5.0
4853,211005_CME037_5dpi_Pos003,211005_CME037_Pos003,12.0,31.0,7080.0,CME037,5.0
4856,211005_CME037_5dpi_Pos003,211005_CME037_Pos003,15.0,42.0,7140.0,CME037,5.0
4871,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,0.0,46.0,6840.0,CME037,5.0
4874,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,3.0,41.0,6900.0,CME037,5.0
4877,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,6.0,53.0,6960.0,CME037,5.0
4880,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,9.0,42.0,7020.0,CME037,5.0
4883,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,12.0,45.0,7080.0,CME037,5.0
4886,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,15.0,45.0,7140.0,CME037,5.0
4901,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,0.0,44.0,6840.0,CME037,5.0
4904,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,3.0,48.0,6900.0,CME037,5.0
4907,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,6.0,34.0,6960.0,CME037,5.0
4910,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,9.0,40.0,7020.0,CME037,5.0
4913,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,12.0,40.0,7080.0,CME037,5.0
4916,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,15.0,37.0,7140.0,CME037,5.0
4931,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,0.0,39.0,6840.0,CME038,5.0
4934,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,3.0,30.0,6900.0,CME038,5.0
4937,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,6.0,34.0,6960.0,CME038,5.0
4940,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,9.0,36.0,7020.0,CME038,5.0
