Unnamed: 0,short_name,fish_id,time_point,tumor_volume,dt_min,time_in_min,cancer_cells,dpi,PixelSizeX,PixelSizeY,PixelSizeZ,time_in_h,tumor_volume_um,nr_of_fish
926,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,21.0,654598.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0222,121.0,125396.5887709222,11.0
929,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,0.0,744052.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0184,114.0,142002.78130388187,11.0
932,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,3.0,823709.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0184,115.0,157205.3686906819,11.0
935,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,6.0,778686.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0184,116.0,148612.70148107197,11.0
938,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,9.0,777962.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0184,117.0,148474.52563628694,11.0
941,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,12.0,762720.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0184,118.0,145565.58057245568,11.0
944,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,15.0,818137.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0184,119.0,156141.94906755714,11.0
947,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,18.0,829933.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0184,120.0,158393.22291435895,11.0
950,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,21.0,789766.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0184,121.0,150727.3262880035,11.0
953,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,0.0,459706.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0222,114.0,88062.54256433042,11.0
956,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,3.0,576824.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0222,115.0,110497.98795779764,11.0
959,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,6.0,579881.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0222,116.0,111083.59526468326,11.0
962,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,9.0,644863.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0222,117.0,123531.72546293023,11.0
965,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,12.0,667129.0,20.0,7080.0,LBT123,5,0.4329,0.4329,1.0222,118.0,127797.06150974576,9.0
968,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,15.0,568707.0,20.0,7140.0,LBT123,5,0.4329,0.4329,1.0222,119.0,108943.07316879192,9.0
971,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,18.0,572149.0,20.0,7200.0,LBT123,5,0.4329,0.4329,1.0222,120.0,109602.4321319258,9.0
974,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,21.0,538203.0,20.0,7260.0,LBT123,5,0.4329,0.4329,1.0222,121.0,103099.64324100692,9.0
977,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,0.0,432162.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0184,114.0,82478.38319613173,11.0
980,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,3.0,474271.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0184,115.0,90514.91171554322,11.0
983,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,6.0,488215.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0184,116.0,93176.13268195596,11.0
986,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,9.0,530410.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0184,117.0,101229.07435420105,11.0
989,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,12.0,688237.0,20.0,7080.0,LBT123,5,0.4329,0.4329,1.0184,118.0,131350.4542642715,9.0
992,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,15.0,860352.0,20.0,7140.0,LBT123,5,0.4329,0.4329,1.0184,119.0,164198.70775208907,9.0
995,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,18.0,969247.0,20.0,7200.0,LBT123,5,0.4329,0.4329,1.0184,120.0,184981.38540107897,9.0
998,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,21.0,1024032.0,20.0,7260.0,LBT123,5,0.4329,0.4329,1.0184,121.0,195437.13630791503,9.0
1001,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,0.0,2499764.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0184,114.0,477081.4951150149,11.0
1004,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,3.0,2707644.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0184,115.0,516755.5208248455,11.0
1007,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,6.0,2873876.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0184,116.0,548481.0001484774,11.0
1010,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,9.0,2957168.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0184,117.0,564377.3295184178,11.0
1013,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,12.0,3026929.0,20.0,7080.0,LBT123,5,0.4329,0.4329,1.0184,118.0,577691.2592256697,9.0
1016,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,15.0,3069126.0,20.0,7140.0,LBT123,5,0.4329,0.4329,1.0184,119.0,585744.5825991434,9.0
1019,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,18.0,3054918.0,20.0,7200.0,LBT123,5,0.4329,0.4329,1.0184,120.0,583032.9770705438,9.0
1022,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,21.0,3034610.0,20.0,7260.0,LBT123,5,0.4329,0.4329,1.0184,121.0,579157.1827944459,9.0
1025,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,0.0,789403.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0184,114.0,150658.04751499664,11.0
1028,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,3.0,855701.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0184,115.0,163311.06154477515,11.0
1031,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,6.0,895305.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0184,116.0,170869.50927525494,11.0
1034,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,9.0,866020.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0184,117.0,165280.4490341909,11.0
1035,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,0.0,1364339.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0222,114.0,261356.5219067752,11.0
1038,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,3.0,1371847.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0222,115.0,262794.7749849882,11.0
1041,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,6.0,1305695.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0222,116.0,250122.51637684388,11.0
1044,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,9.0,1320497.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0222,117.0,252958.0281061605,11.0
1047,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,12.0,1311865.0,20.0,7080.0,LBT123,5,0.4329,0.4329,1.0222,118.0,251304.45850425123,9.0
1050,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,15.0,1268863.0,20.0,7140.0,LBT123,5,0.4329,0.4329,1.0222,119.0,243066.87740817823,9.0
1053,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,18.0,1275181.0,20.0,7200.0,LBT123,5,0.4329,0.4329,1.0222,120.0,244277.17082162388,9.0
1056,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,21.0,1343348.0,20.0,7260.0,LBT123,5,0.4329,0.4329,1.0222,121.0,257335.4283579248,9.0
1059,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,0.0,658509.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0184,114.0,125676.84720105308,11.0
1062,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,3.0,636306.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0184,115.0,121439.39101077324,11.0
1065,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,6.0,633394.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0184,116.0,120883.63402180352,11.0
1068,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,9.0,728547.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0184,117.0,139043.64252847817,11.0
1071,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,12.0,747110.0,20.0,7080.0,LBT123,5,0.4329,0.4329,1.0184,118.0,142586.40248254585,9.0
1074,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,15.0,750421.0,20.0,7140.0,LBT123,5,0.4329,0.4329,1.0184,119.0,143218.3088666388,9.0
1077,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,18.0,718312.0,20.0,7200.0,LBT123,5,0.4329,0.4329,1.0184,120.0,137090.28649066732,9.0
1080,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,21.0,714983.0,20.0,7260.0,LBT123,5,0.4329,0.4329,1.0184,121.0,136454.94479551614,9.0
1083,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,0.0,2533898.0,20.0,6840.0,LBT003,5,0.4329,0.4329,1.0184,114.0,483595.98998503294,18.0
1086,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,3.0,2322710.0,20.0,6900.0,LBT003,5,0.4329,0.4329,1.0184,115.0,443290.6304429522,18.0
1089,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,6.0,2209390.0,20.0,6960.0,LBT003,5,0.4329,0.4329,1.0184,116.0,421663.4388254901,16.0
1092,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,9.0,2146979.0,20.0,7020.0,LBT003,5,0.4329,0.4329,1.0184,117.0,409752.2611336668,16.0
1095,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,12.0,2043736.0,20.0,7080.0,LBT003,5,0.4329,0.4329,1.0184,118.0,390048.2711569492,12.0
1098,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,15.0,2053706.0,20.0,7140.0,LBT003,5,0.4329,0.4329,1.0184,119.0,391951.0517819589,12.0
1101,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,18.0,2209939.0,20.0,7200.0,LBT003,5,0.4329,0.4329,1.0184,120.0,421768.21581276506,11.0
1104,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,21.0,2342520.0,20.0,7260.0,LBT003,5,0.4329,0.4329,1.0184,121.0,447071.3811131069,11.0
1107,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,0.0,2318038.0,20.0,6840.0,LBT003,5,0.4329,0.4329,1.0184,114.0,442398.9763727371,18.0
1110,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,3.0,2002138.0,20.0,6900.0,LBT003,5,0.4329,0.4329,1.0184,115.0,382109.2673014675,18.0
1113,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,6.0,1823426.0,20.0,6960.0,LBT003,5,0.4329,0.4329,1.0184,116.0,348001.9723108225,16.0
1116,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,9.0,1822420.0,20.0,7020.0,LBT003,5,0.4329,0.4329,1.0184,117.0,347809.9765927925,16.0
1119,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,12.0,1788936.0,20.0,7080.0,LBT003,5,0.4329,0.4329,1.0184,118.0,341419.534622098,12.0
1122,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,15.0,1789400.0,20.0,7140.0,LBT003,5,0.4329,0.4329,1.0184,119.0,341508.0893071536,12.0
1125,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,18.0,1854844.0,20.0,7200.0,LBT003,5,0.4329,0.4329,1.0184,120.0,353998.1169122823,11.0
1128,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,21.0,1792233.0,20.0,7260.0,LBT003,5,0.4329,0.4329,1.0184,121.0,342048.7690975902,11.0
1131,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,0.0,3641009.0,20.0,6840.0,LBT003,5,0.4329,0.4329,1.0184,114.0,694888.804482033,18.0
1134,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,3.0,3897743.0,20.0,6900.0,LBT003,5,0.4329,0.4329,1.0184,115.0,743886.6461050257,18.0
1137,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,6.0,3629714.0,20.0,6960.0,LBT003,5,0.4329,0.4329,1.0184,116.0,692733.1467930177,16.0
1140,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,9.0,3539154.0,20.0,7020.0,LBT003,5,0.4329,0.4329,1.0184,117.0,675449.715158025,16.0
1143,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,12.0,3727704.0,20.0,7080.0,LBT003,5,0.4329,0.4329,1.0184,118.0,711434.5984925862,12.0
1146,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,15.0,3845224.0,20.0,7140.0,LBT003,5,0.4329,0.4329,1.0184,119.0,733863.362690293,12.0
1149,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,18.0,3872210.0,20.0,7200.0,LBT003,5,0.4329,0.4329,1.0184,120.0,739013.6573689802,11.0
1152,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,21.0,3783651.0,20.0,7260.0,LBT003,5,0.4329,0.4329,1.0184,121.0,722112.1178132899,11.0
1155,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,0.0,2057440.0,20.0,6840.0,LBT003,5,0.4329,0.4329,1.0184,114.0,392663.6879759194,18.0
1158,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,3.0,2007348.0,20.0,6900.0,LBT003,5,0.4329,0.4329,1.0184,115.0,383103.5990021998,18.0
1161,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,6.0,1690067.0,20.0,6960.0,LBT003,5,0.4329,0.4329,1.0184,116.0,322550.32523252105,16.0
1164,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,9.0,1755236.0,20.0,7020.0,LBT003,5,0.4329,0.4329,1.0184,117.0,334987.8689187052,16.0
1167,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,12.0,1847341.0,20.0,7080.0,LBT003,5,0.4329,0.4329,1.0184,118.0,352566.1647528593,12.0
1170,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,15.0,1790338.0,20.0,7140.0,LBT003,5,0.4329,0.4329,1.0184,119.0,341687.1071834082,12.0
1173,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,18.0,1993916.0,20.0,7200.0,LBT003,5,0.4329,0.4329,1.0184,120.0,380540.09355033113,11.0
1176,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,21.0,1908084.0,20.0,7260.0,LBT003,5,0.4329,0.4329,1.0184,121.0,364159.0036199569,11.0
1179,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,0.0,511204.0,20.0,6840.0,BT333,5,0.4329,0.4329,1.0184,114.0,97563.59745511018,10.0
1182,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,3.0,472441.0,20.0,6900.0,BT333,5,0.4329,0.4329,1.0184,115.0,90165.65509129372,10.0
1185,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,6.0,492230.0,20.0,6960.0,BT333,5,0.4329,0.4329,1.0184,116.0,93942.39789854712,10.0
1188,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,9.0,540127.0,20.0,7020.0,BT333,5,0.4329,0.4329,1.0184,117.0,103083.5697737817,10.0
1191,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,12.0,549656.0,20.0,7080.0,BT333,5,0.4329,0.4329,1.0184,118.0,104902.18527786568,10.0
1194,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,15.0,535201.0,20.0,7140.0,BT333,5,0.4329,0.4329,1.0184,119.0,102143.43964752316,10.0
1197,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,18.0,489806.0,20.0,7200.0,BT333,5,0.4329,0.4329,1.0184,120.0,93479.77600937728,6.0
1200,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,21.0,556293.0,20.0,7260.0,BT333,5,0.4329,0.4329,1.0184,121.0,106168.8608052668,6.0
1203,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,0.0,778679.0,20.0,6840.0,BT333,5,0.4329,0.4329,1.0184,114.0,148611.36552677158,10.0
1206,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,3.0,682906.0,20.0,6900.0,BT333,5,0.4329,0.4329,1.0184,115.0,130333.02963920364,10.0
1209,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,6.0,678781.0,20.0,6960.0,BT333,5,0.4329,0.4329,1.0184,116.0,129545.77085503466,10.0
1212,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,9.0,626852.0,20.0,7020.0,BT333,5,0.4329,0.4329,1.0184,117.0,119635.0893027651,10.0
1215,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,12.0,710509.0,20.0,7080.0,BT333,5,0.4329,0.4329,1.0184,118.0,135601.0791469411,10.0
1218,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,15.0,716153.0,20.0,7140.0,BT333,5,0.4329,0.4329,1.0184,119.0,136678.24001429864,10.0
1221,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,18.0,813005.0,20.0,7200.0,BT333,5,0.4329,0.4329,1.0184,120.0,155162.5037147437,6.0
1224,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,21.0,702526.0,20.0,7260.0,BT333,5,0.4329,0.4329,1.0184,121.0,134077.51869263293,6.0
1227,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,0.0,889178.0,20.0,6840.0,BT333,5,0.4329,0.4329,1.0222,114.0,170333.37714162137,10.0
1230,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,3.0,848946.0,20.0,6900.0,BT333,5,0.4329,0.4329,1.0222,115.0,162626.4248450489,10.0
1233,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,6.0,945777.0,20.0,6960.0,BT333,5,0.4329,0.4329,1.0222,116.0,181175.63686109107,10.0
1236,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,9.0,928224.0,20.0,7020.0,BT333,5,0.4329,0.4329,1.0222,117.0,177813.13602440045,10.0
1239,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,12.0,965918.0,20.0,7080.0,BT333,5,0.4329,0.4329,1.0222,118.0,185033.90207796489,10.0
1242,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,15.0,1019220.0,20.0,7140.0,BT333,5,0.4329,0.4329,1.0222,119.0,195244.57943210844,10.0
1245,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,18.0,1020551.0,20.0,7200.0,BT333,5,0.4329,0.4329,1.0222,120.0,195499.5494437096,6.0
1248,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,21.0,1023186.0,20.0,7260.0,BT333,5,0.4329,0.4329,1.0222,121.0,196004.31727283736,6.0
1251,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,0.0,921241.0,20.0,6840.0,BT333,5,0.4329,0.4329,1.0222,114.0,176475.45338652597,10.0
1254,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,3.0,1042875.0,20.0,6900.0,BT333,5,0.4329,0.4329,1.0222,115.0,199775.99612964824,10.0
1257,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,6.0,924903.0,20.0,6960.0,BT333,5,0.4329,0.4329,1.0222,116.0,177176.9561532303,10.0
1260,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,9.0,903230.0,20.0,7020.0,BT333,5,0.4329,0.4329,1.0222,117.0,173025.21681331148,10.0
1263,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,12.0,900511.0,20.0,7080.0,BT333,5,0.4329,0.4329,1.0222,118.0,172504.35771372952,10.0
1266,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,15.0,910466.0,20.0,7140.0,BT333,5,0.4329,0.4329,1.0222,119.0,174411.36482529194,10.0
1269,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,18.0,882820.0,20.0,7200.0,BT333,5,0.4329,0.4329,1.0222,120.0,169115.42121843563,6.0
1272,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,21.0,916030.0,20.0,7260.0,BT333,5,0.4329,0.4329,1.0222,121.0,175477.21993013707,6.0
1275,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,0.0,442786.0,20.0,6840.0,BT333,5,0.4329,0.4329,1.0222,114.0,84821.30094427658,10.0
1278,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,3.0,385720.0,20.0,6900.0,BT333,5,0.4329,0.4329,1.0222,115.0,73889.58142359143,10.0
1281,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,6.0,423553.0,20.0,6960.0,BT333,5,0.4329,0.4329,1.0222,116.0,81136.97469850261,10.0
1284,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,9.0,491611.0,20.0,7020.0,BT333,5,0.4329,0.4329,1.0222,117.0,94174.35189576172,10.0
1287,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,12.0,468182.0,20.0,7080.0,BT333,5,0.4329,0.4329,1.0222,118.0,89686.22837825338,10.0
1290,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,15.0,460154.0,20.0,7140.0,BT333,5,0.4329,0.4329,1.0222,119.0,88148.3626734193,10.0
1293,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,18.0,459111.0,20.0,7200.0,BT333,5,0.4329,0.4329,1.0222,120.0,87948.56273194673,6.0
1296,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,21.0,477283.0,20.0,7260.0,BT333,5,0.4329,0.4329,1.0222,121.0,91429.64090686508,6.0
1299,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,0.0,1397088.0,20.0,6840.0,BT333,5,0.4329,0.4329,1.0184,114.0,266635.1030926303,10.0
1302,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,3.0,1455889.0,20.0,6900.0,BT333,5,0.4329,0.4329,1.0184,115.0,277857.3100666718,10.0
1305,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,6.0,1428092.0,20.0,6960.0,BT333,5,0.4329,0.4329,1.0184,116.0,272552.23553975165,10.0
1308,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,9.0,1487662.0,20.0,7020.0,BT333,5,0.4329,0.4329,1.0184,117.0,283921.2066362237,10.0
1311,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,12.0,1486225.0,20.0,7080.0,BT333,5,0.4329,0.4329,1.0184,118.0,283646.9543034114,10.0
1314,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,15.0,1496032.0,20.0,7140.0,BT333,5,0.4329,0.4329,1.0184,119.0,285518.626278283,10.0
1317,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,18.0,1555919.0,20.0,7200.0,BT333,5,0.4329,0.4329,1.0184,120.0,296948.09701950214,6.0
1320,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,21.0,1503531.0,20.0,7260.0,BT333,5,0.4329,0.4329,1.0184,121.0,286949.81503524864,6.0
1323,220215_LBT003_5dpi_Pos002,220215_LBT003_Pos002,0.0,2019995.0,20.0,6840.0,LBT003,5,0.4329,0.4329,1.0222,114.0,386955.7840603225,18.0
1326,220215_LBT003_5dpi_Pos002,220215_LBT003_Pos002,3.0,1842765.0,20.0,6900.0,LBT003,5,0.4329,0.4329,1.0222,115.0,353005.119029463,18.0
1329,220215_LBT003_5dpi_Pos003,220215_LBT003_Pos003,0.0,1419472.0,20.0,6840.0,LBT003,5,0.4329,0.4329,1.0222,114.0,271917.9506442709,18.0
1332,220215_LBT003_5dpi_Pos003,220215_LBT003_Pos003,3.0,1155076.0,20.0,6900.0,LBT003,5,0.4329,0.4329,1.0222,115.0,221269.52751331613,18.0
1335,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,0.0,1941082.0,20.0,6840.0,LBT003,5,0.4329,0.4329,1.0184,114.0,370456.6921920802,18.0
1338,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,3.0,2046927.0,20.0,6900.0,LBT003,5,0.4329,0.4329,1.0184,115.0,390657.2754673209,18.0
1341,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,6.0,1679285.0,20.0,6960.0,LBT003,5,0.4329,0.4329,1.0184,116.0,320492.573908664,16.0
1344,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,9.0,1436644.0,20.0,7020.0,LBT003,5,0.4329,0.4329,1.0184,117.0,274184.3899936216,16.0
1347,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,12.0,936430.0,20.0,7080.0,LBT003,5,0.4329,0.4329,1.0184,118.0,178718.24079015193,12.0
1350,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,15.0,619288.0,20.0,7140.0,LBT003,5,0.4329,0.4329,1.0184,119.0,118191.49525586708,12.0
1351,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,0.0,2092069.0,20.0,6840.0,LBT003,5,0.4329,0.4329,1.0222,114.0,400762.4772354857,18.0
1354,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,3.0,2426788.0,20.0,6900.0,LBT003,5,0.4329,0.4329,1.0222,115.0,464882.1671777317,18.0
1357,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,6.0,2468072.0,20.0,6960.0,LBT003,5,0.4329,0.4329,1.0222,116.0,472790.6434804681,16.0
1360,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,9.0,2291907.0,20.0,7020.0,LBT003,5,0.4329,0.4329,1.0222,117.0,439043.9927714383,16.0
1363,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,12.0,2217561.0,20.0,7080.0,LBT003,5,0.4329,0.4329,1.0222,118.0,424802.0690430387,12.0
1366,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,15.0,2130034.0,20.0,7140.0,LBT003,5,0.4329,0.4329,1.0222,119.0,408035.1567925391,12.0
1369,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,18.0,2197360.0,20.0,7200.0,LBT003,5,0.4329,0.4329,1.0222,120.0,420932.3100615547,11.0
1372,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,21.0,2010580.0,20.0,7260.0,LBT003,5,0.4329,0.4329,1.0222,121.0,385152.2208302512,11.0
1375,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,0.0,1779941.0,20.0,6840.0,LBT003,5,0.4329,0.4329,1.0184,114.0,339702.8333460737,18.0
1378,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,3.0,1771179.0,20.0,6900.0,LBT003,5,0.4329,0.4329,1.0184,115.0,338030.6002631916,18.0
1381,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,6.0,1778098.0,20.0,6960.0,LBT003,5,0.4329,0.4329,1.0184,116.0,339351.0956638377,16.0
1384,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,9.0,1711903.0,20.0,7020.0,LBT003,5,0.4329,0.4329,1.0184,117.0,326717.73924733663,16.0
